Model,Responses
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150] to the Investor.
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-4-baseline-Temp_default,[$200]
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-4-baseline-Temp_default,[$200].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150] to the Investor.
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$200].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150]
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
Trust100-Banker-GPT-4-baseline-Temp_default,[$150].
