Model,Responses
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default, [$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,"[$100] to the Investor, keeping $50 as profit."
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$120] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[ $100 ] to the Investor.
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-baseline-Temp_default,[$100] to the Investor.
