Model,Responses
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$30] of the $150 to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$75]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0] of the $150 to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50] to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$75]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$75].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50] to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$75]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0].
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50] to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$50] to the Investor.
Trust50-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
