Model,Responses
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$140] to the Investor.
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$120]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$120]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$120]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$120]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[0].
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$130].
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100].
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$50].
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$120]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$50]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$75]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100] to the Investor.
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
Trust50-Banker-GPT-3.5-turbo-PTSD-Temp_default,[$100]
