Model,Responses
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150]
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor and keep the remaining $100 as profit.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200]
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$250] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$250] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200]
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,"[$200] to the Investor, keeping $100 as your profit."
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,$200
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor and keep [$100] as profit.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200]
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150].
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$200] to the Investor.
Trust100-Banker-GPT-3.5-turbo-baseline-Temp_default,[$150]
