Model,Responses
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20] to the Investor.
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,$10
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20] to the Investor.
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10] to the Investor.
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10] to the Investor.
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20] to the Investor.
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$5]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$0]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$20].
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$10]
Trust10-Banker-GPT-3.5-turbo-depression-Temp_default,[$15]
