Model,Responses
Trust10-Banker-GPT-4-baseline-Temp_default,[$15] to the Investor.
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20] to the Investor.
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15] to the Investor.
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20] to the Investor.
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$20].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
Trust10-Banker-GPT-4-baseline-Temp_default,[$15].
